_id,FinancialYear,CA,Dataset,DatasetQF,DischargesRate,PatientsRate
1057,2008/09,S12000033,SMR01, ,226.61,154.19
1058,2008/09,S12000033,SMR04, ,408.84,294.37
1059,2008/09,S12000033,Total,d,635.45,436.88
1060,2008/09,S12000034,SMR01, ,105.34,91.16
1061,2008/09,S12000034,SMR04, ,259.29,208.65
1062,2008/09,S12000034,Total,d,364.62,291.7
1063,2008/09,S12000041,SMR01, ,87.34,74.24
1064,2008/09,S12000041,SMR04, ,467.29,327.54
1065,2008/09,S12000041,Total,d,554.63,393.05
1066,2008/09,S12000035,SMR01, ,483.82,367.03
1067,2008/09,S12000035,SMR04, ,439.33,328.11
1068,2008/09,S12000035,Total,d,923.15,639.53
1069,2008/09,S12000036,SMR01, ,240.99,143.94
1070,2008/09,S12000036,SMR04, ,458,331.5
1071,2008/09,S12000036,Total,d,697.9,458
1072,2008/09,S12000005,SMR01, ,87.91,78.14
1073,2008/09,S12000005,SMR04, ,390.7,283.26
1074,2008/09,S12000005,Total,d,488.38,361.4
1075,2008/09,S12000006,SMR01, ,192.04,145.69
1076,2008/09,S12000006,SMR04, ,384.08,288.06
1077,2008/09,S12000006,Total,d,579.43,410.57
1078,2008/09,S12000042,SMR01, ,159.4,135.14
1079,2008/09,S12000042,SMR04, ,516.32,408.9
1080,2008/09,S12000042,Total,d,675.72,530.18
1081,2008/09,S12000008,SMR01, ,176.81,148.03
1082,2008/09,S12000008,SMR04, ,444.08,316.61
1083,2008/09,S12000008,Total,d,625,435.86
1084,2008/09,S12000045,SMR01, ,142.94,95.29
1085,2008/09,S12000045,SMR04, ,300.17,228.7
1086,2008/09,S12000045,Total,d,443.11,314.47
1087,2008/09,S12000010,SMR01, ,220.56,143.62
1088,2008/09,S12000010,SMR04, ,369.31,256.46
1089,2008/09,S12000010,Total,d,589.86,389.82
1090,2008/09,S12000011,SMR01, ,183.6,122.4
1091,2008/09,S12000011,SMR04, ,317.12,233.67
1092,2008/09,S12000011,Total,d,506.29,344.94
1093,2008/09,S12000014,SMR01, ,130.47,94.59
1094,2008/09,S12000014,SMR04, ,404.46,290.3
1095,2008/09,S12000014,Total,d,534.93,371.84
1096,2008/09,S12000047,SMR01, ,173.59,111.1
1097,2008/09,S12000047,SMR04, ,418.01,301.36
1098,2008/09,S12000047,Total,d,590.21,399.96
1099,2008/09,S12000049,SMR01, ,407.84,237.76
1100,2008/09,S12000049,SMR04, ,544.08,406.98
1101,2008/09,S12000049,Total,d,951.06,619.58
1102,2008/09,S12000017,SMR01, ,345.86,240.12
1103,2008/09,S12000017,SMR04, ,427.37,334.85
1104,2008/09,S12000017,Total,d,773.23,544.12
1105,2008/09,S12000018,SMR01, ,432.93,298.78
1106,2008/09,S12000018,SMR04, ,798.78,591.46
1107,2008/09,S12000018,Total,d,1231.71,841.46
1108,2008/09,S12000019,SMR01, ,208.46,122.62
1109,2008/09,S12000019,SMR04, ,294.3,220.72
1110,2008/09,S12000019,Total,d,502.76,337.22
1111,2008/09,S12000020,SMR01, ,166.95,134.64
1112,2008/09,S12000020,SMR04, ,339.29,253.12
1113,2008/09,S12000020,Total,d,500.86,371.61
1114,2008/09,S12000013,SMR01, ,549.85,421.55
1115,2008/09,S12000013,SMR04, ,403.23,329.91
1116,2008/09,S12000013,Total,d,953.08,696.48
1117,2008/09,S12000021,SMR01, ,224.78,166.78
1118,2008/09,S12000021,SMR04, ,456.82,329.93
1119,2008/09,S12000021,Total,d,681.6,471.32
1120,2008/09,S12000050,SMR01, ,336.05,187.53
1121,2008/09,S12000050,SMR04, ,423.07,310.55
1122,2008/09,S12000050,Total,d,757.62,477.08
1123,2008/09,S12000023,SMR01, ,265.19,216.97
1124,2008/09,S12000023,SMR04, ,192.86,144.65
1125,2008/09,S12000023,Total,d,458.05,337.51
1126,2008/09,S12000048,SMR01, ,129.25,101.31
1127,2008/09,S12000048,SMR04, ,551.95,408.72
1128,2008/09,S12000048,Total,d,677.71,489.07
1129,2008/09,S12000038,SMR01, ,228.8,176.67
1130,2008/09,S12000038,SMR04, ,611.1,425.74
1131,2008/09,S12000038,Total,d,837,582.14
1132,2008/09,S12000026,SMR01, ,269.05,211.71
1133,2008/09,S12000026,SMR04, ,582.22,379.32
1134,2008/09,S12000026,Total,d,851.27,568.98
1135,2008/09,S12000027,SMR01, ,266.9,200.18
1136,2008/09,S12000027,SMR04, ,111.21,88.97
1137,2008/09,S12000027,Total,d,378.11,244.66
1138,2008/09,S12000028,SMR01, ,244.21,190.92
1139,2008/09,S12000028,SMR04, ,426.25,315.25
1140,2008/09,S12000028,Total,d,670.46,479.53
1141,2008/09,S12000029,SMR01, ,237.71,136.52
1142,2008/09,S12000029,SMR04, ,462.56,321.22
1143,2008/09,S12000029,Total,d,698.66,443.29
1144,2008/09,S12000030,SMR01, ,118.59,90.35
1145,2008/09,S12000030,SMR04, ,338.83,248.48
1146,2008/09,S12000030,Total,d,457.42,327.54
1147,2008/09,S12000039,SMR01, ,279.64,191.91
1148,2008/09,S12000039,SMR04, ,498.96,323.5
1149,2008/09,S12000039,Total,d,778.59,493.48
1150,2008/09,S12000040,SMR01, ,227.55,177.96
1151,2008/09,S12000040,SMR04, ,458.02,320.91
1152,2008/09,S12000040,Total,d,685.57,469.69
1153,2009/10,S12000033,SMR01, ,262.65,163.58
1154,2009/10,S12000033,SMR04, ,354.81,267.26
1155,2009/10,S12000033,Total,d,617.45,414.71
1156,2009/10,S12000034,SMR01, ,122.48,90.35
1157,2009/10,S12000034,SMR04, ,277.09,204.8
1158,2009/10,S12000034,Total,d,399.57,285.12
1159,2009/10,S12000041,SMR01, ,87.09,78.38
1160,2009/10,S12000041,SMR04, ,461.55,322.22
1161,2009/10,S12000041,Total,d,548.64,387.53
1162,2009/10,S12000035,SMR01, ,402.46,307.43
1163,2009/10,S12000035,SMR04, ,352.15,285.08
1164,2009/10,S12000035,Total,d,754.61,558.97
1165,2009/10,S12000036,SMR01, ,248.26,151.11
1166,2009/10,S12000036,SMR04, ,386.42,277.4
1167,2009/10,S12000036,Total,d,634.67,413.4
1168,2009/10,S12000005,SMR01, ,77.99,58.49
1169,2009/10,S12000005,SMR04, ,389.94,282.71
1170,2009/10,S12000005,Total,d,467.93,341.2
1171,2009/10,S12000006,SMR01, ,158.77,115.77
1172,2009/10,S12000006,SMR04, ,446.55,314.24
1173,2009/10,S12000006,Total,d,605.32,416.78
1174,2009/10,S12000042,SMR01, ,154.99,137.77
1175,2009/10,S12000042,SMR04, ,588.96,461.53
1176,2009/10,S12000042,Total,d,743.96,585.52
1177,2009/10,S12000008,SMR01, ,229.3,159.69
1178,2009/10,S12000008,SMR04, ,450.41,327.57
1179,2009/10,S12000008,Total,d,683.81,458.6
1180,2009/10,S12000045,SMR01, ,100.04,71.46
1181,2009/10,S12000045,SMR04, ,223.89,166.73
1182,2009/10,S12000045,Total,d,319.17,233.42
1183,2009/10,S12000010,SMR01, ,177.95,132.19
1184,2009/10,S12000010,SMR04, ,416.92,299.98
1185,2009/10,S12000010,Total,d,594.87,422.01
1186,2009/10,S12000011,SMR01, ,227.83,138.92
1187,2009/10,S12000011,SMR04, ,294.51,194.49
1188,2009/10,S12000011,Total,d,522.34,322.29
1189,2009/10,S12000014,SMR01, ,110.24,77.82
1190,2009/10,S12000014,SMR04, ,356.66,262.63
1191,2009/10,S12000014,Total,d,466.9,333.96
1192,2009/10,S12000047,SMR01, ,186.76,120.36
1193,2009/10,S12000047,SMR04, ,426.1,300.2
1194,2009/10,S12000047,Total,d,612.86,406.73
1195,2009/10,S12000049,SMR01, ,398.89,250.16
1196,2009/10,S12000049,SMR04, ,514.94,372.24
1197,2009/10,S12000049,Total,d,913.83,600.05
1198,2009/10,S12000017,SMR01, ,277.6,174.86
1199,2009/10,S12000017,SMR04, ,380.33,303.83
1200,2009/10,S12000017,Total,d,657.92,459.02
1201,2009/10,S12000018,SMR01, ,348.97,251.01
1202,2009/10,S12000018,SMR04, ,704.05,526.51
1203,2009/10,S12000018,Total,d,1053.02,728.54
1204,2009/10,S12000019,SMR01, ,231.99,146.52
1205,2009/10,S12000019,SMR04, ,286.94,213.68
1206,2009/10,S12000019,Total,d,518.93,341.88
1207,2009/10,S12000020,SMR01, ,155.65,112.71
1208,2009/10,S12000020,SMR04, ,279.09,198.58
1209,2009/10,S12000020,Total,d,434.74,311.29
1210,2009/10,S12000013,SMR01, ,528.81,401.17
1211,2009/10,S12000013,SMR04, ,291.76,218.82
1212,2009/10,S12000013,Total,d,802.33,583.52
1213,2009/10,S12000021,SMR01, ,224.91,166.87
1214,2009/10,S12000021,SMR04, ,406.3,286.58
1215,2009/10,S12000021,Total,d,631.21,424.44
1216,2009/10,S12000050,SMR01, ,304.33,170.07
1217,2009/10,S12000050,SMR04, ,414.73,302.84
1218,2009/10,S12000050,Total,d,719.06,460.97
1219,2009/10,S12000023,SMR01, ,262.66,238.78
1220,2009/10,S12000023,SMR04, ,95.51,95.51
1221,2009/10,S12000023,Total,d,358.17,286.53
1222,2009/10,S12000048,SMR01, ,103.9,90.05
1223,2009/10,S12000048,SMR04, ,502.18,380.97
1224,2009/10,S12000048,Total,d,606.08,453.7
1225,2009/10,S12000038,SMR01, ,248.53,187.84
1226,2009/10,S12000038,SMR04, ,531.73,378.57
1227,2009/10,S12000038,Total,d,780.26,543.29
1228,2009/10,S12000026,SMR01, ,224.49,171.67
1229,2009/10,S12000026,SMR04, ,515.01,338.94
1230,2009/10,S12000026,Total,d,739.5,493
1231,2009/10,S12000027,SMR01, ,241.23,197.37
1232,2009/10,S12000027,SMR04, ,109.65,109.65
1233,2009/10,S12000027,Total,d,350.88,285.09
1234,2009/10,S12000028,SMR01, ,284.47,213.35
1235,2009/10,S12000028,SMR04, ,457.82,320.03
1236,2009/10,S12000028,Total,d,737.84,502.27
1237,2009/10,S12000029,SMR01, ,235.44,145.75
1238,2009/10,S12000029,SMR04, ,379.59,281.89
1239,2009/10,S12000029,Total,d,615.03,416.43
1240,2009/10,S12000030,SMR01, ,135.3,101.48
1241,2009/10,S12000030,SMR04, ,372.08,270.61
1242,2009/10,S12000030,Total,d,507.39,355.17
1243,2009/10,S12000039,SMR01, ,170.18,137.24
1244,2009/10,S12000039,SMR04, ,428.19,279.97
1245,2009/10,S12000039,Total,d,598.38,411.73
1246,2009/10,S12000040,SMR01, ,219.6,158.92
1247,2009/10,S12000040,SMR04, ,462.32,317.85
1248,2009/10,S12000040,Total,d,681.92,442.09
1249,2010/11,S12000033,SMR01, ,302.64,154.74
1250,2010/11,S12000033,SMR04, ,361.81,257.13
1251,2010/11,S12000033,Total,d,664.45,398.22
1252,2010/11,S12000034,SMR01, ,155.11,93.47
1253,2010/11,S12000034,SMR04, ,298.29,214.77
1254,2010/11,S12000034,Total,d,453.41,296.31
1255,2010/11,S12000041,SMR01, ,73.65,64.99
1256,2010/11,S12000041,SMR04, ,450.57,324.93
1257,2010/11,S12000041,Total,d,528.55,381.25
1258,2010/11,S12000035,SMR01, ,389.3,304.67
1259,2010/11,S12000035,SMR04, ,423.16,327.24
1260,2010/11,S12000035,Total,d,812.46,598.06
1261,2010/11,S12000036,SMR01, ,286.21,165.98
1262,2010/11,S12000036,SMR04, ,355.37,271.32
1263,2010/11,S12000036,Total,d,640.52,419.21
1264,2010/11,S12000005,SMR01, ,77.93,58.45
1265,2010/11,S12000005,SMR04, ,428.6,311.71
1266,2010/11,S12000005,Total,d,506.53,360.41
1267,2010/11,S12000006,SMR01, ,218.4,142.29
1268,2010/11,S12000006,SMR04, ,493.05,330.91
1269,2010/11,S12000006,Total,d,711.45,450.03
1270,2010/11,S12000042,SMR01, ,167.74,136.93
1271,2010/11,S12000042,SMR04, ,510.06,386.83
1272,2010/11,S12000042,Total,d,677.8,506.64
1273,2010/11,S12000008,SMR01, ,253.25,179.72
1274,2010/11,S12000008,SMR04, ,392.12,294.09
1275,2010/11,S12000008,Total,d,645.37,449.31
1276,2010/11,S12000045,SMR01, ,114.37,76.25
1277,2010/11,S12000045,SMR04, ,247.81,200.15
1278,2010/11,S12000045,Total,d,362.18,266.87
1279,2010/11,S12000010,SMR01, ,206.78,151.3
1280,2010/11,S12000010,SMR04, ,353.04,272.34
1281,2010/11,S12000010,Total,d,564.86,403.47
1282,2010/11,S12000011,SMR01, ,171.44,99.55
1283,2010/11,S12000011,SMR04, ,276.52,182.5
1284,2010/11,S12000011,Total,d,447.96,282.05
1285,2010/11,S12000014,SMR01, ,83.8,54.79
1286,2010/11,S12000014,SMR04, ,399.66,277.19
1287,2010/11,S12000014,Total,d,483.47,325.53
1288,2010/11,S12000047,SMR01, ,209.59,124.1
1289,2010/11,S12000047,SMR04, ,404.02,277.16
1290,2010/11,S12000047,Total,d,613.61,392.98
1291,2010/11,S12000049,SMR01, ,433.08,250.64
1292,2010/11,S12000049,SMR04, ,466.33,333.33
1293,2010/11,S12000049,Total,d,899.4,554.99
1294,2010/11,S12000017,SMR01, ,255.71,177.7
1295,2010/11,S12000017,SMR04, ,398.73,322.89
1296,2010/11,S12000017,Total,d,654.44,476.75
1297,2010/11,S12000018,SMR01, ,478.47,288.31
1298,2010/11,S12000018,SMR04, ,588.88,410.99
1299,2010/11,S12000018,Total,d,1061.22,674.76
1300,2010/11,S12000019,SMR01, ,327.83,188.2
1301,2010/11,S12000019,SMR04, ,273.19,206.41
1302,2010/11,S12000019,Total,d,601.02,382.47
1303,2010/11,S12000020,SMR01, ,208.13,122.75
1304,2010/11,S12000020,SMR04, ,309.53,218.81
1305,2010/11,S12000020,Total,d,517.66,330.88
1306,2010/11,S12000013,SMR01, ,344.2,253.62
1307,2010/11,S12000013,SMR04, ,271.74,199.28
1308,2010/11,S12000013,Total,d,615.94,434.78
1309,2010/11,S12000021,SMR01, ,275.76,203.19
1310,2010/11,S12000021,SMR04, ,413.64,297.53
1311,2010/11,S12000021,Total,d,693.03,471.7
1312,2010/11,S12000050,SMR01, ,315.21,193.29
1313,2010/11,S12000050,SMR04, ,411.86,291.42
1314,2010/11,S12000050,Total,d,727.07,466.87
1315,2010/11,S12000023,SMR01, ,306.31,235.63
1316,2010/11,S12000023,SMR04, ,141.38,117.81
1317,2010/11,S12000023,Total,d,447.69,329.88
1318,2010/11,S12000048,SMR01, ,103.02,82.42
1319,2010/11,S12000048,SMR04, ,449.86,333.1
1320,2010/11,S12000048,Total,d,552.88,401.79
1321,2010/11,S12000038,SMR01, ,279.22,189.98
1322,2010/11,S12000038,SMR04, ,388.6,264.82
1323,2010/11,S12000038,Total,d,670.7,437.54
1324,2010/11,S12000026,SMR01, ,255.06,193.49
1325,2010/11,S12000026,SMR04, ,492.52,329.82
1326,2010/11,S12000026,Total,d,747.58,505.72
1327,2010/11,S12000027,SMR01, ,303.56,260.19
1328,2010/11,S12000027,SMR04, ,173.46,130.1
1329,2010/11,S12000027,Total,d,477.02,325.24
1330,2010/11,S12000028,SMR01, ,257.55,195.38
1331,2010/11,S12000028,SMR04, ,461.81,319.72
1332,2010/11,S12000028,Total,d,719.36,488.45
1333,2010/11,S12000029,SMR01, ,266.62,158.06
1334,2010/11,S12000029,SMR04, ,371.99,284.18
1335,2010/11,S12000029,Total,d,638.61,427.87
1336,2010/11,S12000030,SMR01, ,83.75,55.83
1337,2010/11,S12000030,SMR04, ,335.01,240.09
1338,2010/11,S12000030,Total,d,418.76,290.34
1339,2010/11,S12000039,SMR01, ,313.88,198.24
1340,2010/11,S12000039,SMR04, ,435.02,302.86
1341,2010/11,S12000039,Total,d,743.39,484.58
1342,2010/11,S12000040,SMR01, ,195.3,149.35
1343,2010/11,S12000040,SMR04, ,422.2,313.06
1344,2010/11,S12000040,Total,d,617.5,425.07
1345,2011/12,S12000033,SMR01, ,348.38,159.58
1346,2011/12,S12000033,SMR04, ,352.87,258.47
1347,2011/12,S12000033,Total,d,701.25,404.57
1348,2011/12,S12000034,SMR01, ,183.32,104.47
1349,2011/12,S12000034,SMR04, ,297.65,222.75
1350,2011/12,S12000034,Total,d,480.98,313.42
1351,2011/12,S12000041,SMR01, ,129.09,86.06
1352,2011/12,S12000041,SMR04, ,520.65,348.54
1353,2011/12,S12000041,Total,d,649.74,425.99
1354,2011/12,S12000035,SMR01, ,382.32,275.5
1355,2011/12,S12000035,SMR04, ,432.92,314.85
1356,2011/12,S12000035,Total,d,815.25,545.37
1357,2011/12,S12000036,SMR01, ,304.43,177.85
1358,2011/12,S12000036,SMR04, ,351.51,270.95
1359,2011/12,S12000036,Total,d,655.94,429.97
1360,2011/12,S12000005,SMR01, ,106.8,87.38
1361,2011/12,S12000005,SMR04, ,446.6,320.39
1362,2011/12,S12000005,Total,d,553.4,388.35
1363,2011/12,S12000006,SMR01, ,300.51,161.81
1364,2011/12,S12000006,SMR04, ,485.44,293.9
1365,2011/12,S12000006,Total,d,785.95,416.09
1366,2011/12,S12000042,SMR01, ,200.41,142.66
1367,2011/12,S12000042,SMR04, ,434.78,329.48
1368,2011/12,S12000042,Total,d,635.19,458.56
1369,2011/12,S12000008,SMR01, ,236.37,171.16
1370,2011/12,S12000008,SMR04, ,370.85,256.74
1371,2011/12,S12000008,Total,d,607.22,415.68
1372,2011/12,S12000045,SMR01, ,123.81,80.95
1373,2011/12,S12000045,SMR04, ,261.9,190.48
1374,2011/12,S12000045,Total,d,385.71,261.9
1375,2011/12,S12000010,SMR01, ,220.18,135.11
1376,2011/12,S12000010,SMR04, ,300.24,240.19
1377,2011/12,S12000010,Total,d,520.42,360.29
1378,2011/12,S12000011,SMR01, ,236.76,148.66
1379,2011/12,S12000011,SMR04, ,242.26,165.18
1380,2011/12,S12000011,Total,d,479.02,308.34
1381,2011/12,S12000014,SMR01, ,128,96
1382,2011/12,S12000014,SMR04, ,339.2,249.6
1383,2011/12,S12000014,Total,d,467.2,332.8
1384,2011/12,S12000047,SMR01, ,238.16,138.24
1385,2011/12,S12000047,SMR04, ,406.52,275.12
1386,2011/12,S12000047,Total,d,644.68,399.67
1387,2011/12,S12000049,SMR01, ,449.36,247.02
1388,2011/12,S12000049,SMR04, ,499.95,352.41
1389,2011/12,S12000049,Total,d,950.16,577.51
1390,2011/12,S12000017,SMR01, ,281.44,178.32
1391,2011/12,S12000017,SMR04, ,397.46,326.56
1392,2011/12,S12000017,Total,d,678.9,481.24
1393,2011/12,S12000018,SMR01, ,504.8,289.34
1394,2011/12,S12000018,SMR04, ,449.4,338.59
1395,2011/12,S12000018,Total,d,954.2,603.3
1396,2011/12,S12000019,SMR01, ,335.53,179.75
1397,2011/12,S12000019,SMR04, ,281.61,209.71
1398,2011/12,S12000019,Total,d,617.14,371.48
1399,2011/12,S12000020,SMR01, ,187.23,106.99
1400,2011/12,S12000020,SMR04, ,315.61,208.62
1401,2011/12,S12000020,Total,d,502.84,310.26
1402,2011/12,S12000013,SMR01, ,343.08,252.8
1403,2011/12,S12000013,SMR04, ,252.8,216.68
1404,2011/12,S12000013,Total,d,595.88,451.43
1405,2011/12,S12000021,SMR01, ,257.08,173.8
1406,2011/12,S12000021,SMR04, ,427.26,307.77
1407,2011/12,S12000021,Total,d,684.34,456.22
1408,2011/12,S12000050,SMR01, ,340.52,198.39
1409,2011/12,S12000050,SMR04, ,398.26,288.7
1410,2011/12,S12000050,Total,d,738.78,470.8
1411,2011/12,S12000023,SMR01, ,280.11,233.43
1412,2011/12,S12000023,SMR04, ,163.4,140.06
1413,2011/12,S12000023,Total,d,420.17,303.45
1414,2011/12,S12000048,SMR01, ,129.38,105.55
1415,2011/12,S12000048,SMR04, ,452.84,333.67
1416,2011/12,S12000048,Total,d,582.23,422.2
1417,2011/12,S12000038,SMR01, ,337.72,226.1
1418,2011/12,S12000038,SMR04, ,363.48,237.55
1419,2011/12,S12000038,Total,d,701.2,452.2
1420,2011/12,S12000026,SMR01, ,250.26,193.19
1421,2011/12,S12000026,SMR04, ,496.14,316.12
1422,2011/12,S12000026,Total,d,746.4,487.36
1423,2011/12,S12000027,SMR01, ,408.78,279.69
1424,2011/12,S12000027,SMR04, ,129.09,107.57
1425,2011/12,S12000027,Total,d,516.35,322.72
1426,2011/12,S12000028,SMR01, ,292.09,212.43
1427,2011/12,S12000028,SMR04, ,438.13,327.49
1428,2011/12,S12000028,Total,d,730.22,513.37
1429,2011/12,S12000029,SMR01, ,272.38,165.66
1430,2011/12,S12000029,SMR04, ,369.54,267.6
1431,2011/12,S12000029,Total,d,643.52,415.74
1432,2011/12,S12000030,SMR01, ,99.63,83.03
1433,2011/12,S12000030,SMR04, ,304.44,232.48
1434,2011/12,S12000030,Total,d,404.07,309.97
1435,2011/12,S12000039,SMR01, ,325.57,182.1
1436,2011/12,S12000039,SMR04, ,408.34,309.02
1437,2011/12,S12000039,Total,d,733.91,474.56
1438,2011/12,S12000040,SMR01, ,265.26,188.25
1439,2011/12,S12000040,SMR04, ,462.07,336.57
1440,2011/12,S12000040,Total,d,727.32,482.03
1441,2012/13,S12000033,SMR01, ,323.57,160.67
1442,2012/13,S12000033,SMR04, ,392.75,296.8
1443,2012/13,S12000033,Total,d,718.56,441.85
1444,2012/13,S12000034,SMR01, ,170.09,103.62
1445,2012/13,S12000034,SMR04, ,267.84,203.32
1446,2012/13,S12000034,Total,d,439.88,295.21
1447,2012/13,S12000041,SMR01, ,124.87,81.81
1448,2012/13,S12000041,SMR04, ,508.1,340.17
1449,2012/13,S12000041,Total,d,632.97,409.06
1450,2012/13,S12000035,SMR01, ,326.91,246.62
1451,2012/13,S12000035,SMR04, ,355.59,275.29
1452,2012/13,S12000035,Total,d,688.23,476.03
1453,2012/13,S12000036,SMR01, ,334.02,191.46
1454,2012/13,S12000036,SMR04, ,341.3,266.38
1455,2012/13,S12000036,Total,d,675.32,441.2
1456,2012/13,S12000005,SMR01, ,155.79,107.11
1457,2012/13,S12000005,SMR04, ,408.96,321.32
1458,2012/13,S12000005,Total,d,564.75,408.96
1459,2012/13,S12000006,SMR01, ,308.64,155.98
1460,2012/13,S12000006,SMR04, ,421.48,268.82
1461,2012/13,S12000006,Total,d,730.12,401.57
1462,2012/13,S12000042,SMR01, ,223.62,159.25
1463,2012/13,S12000042,SMR04, ,464.19,318.49
1464,2012/13,S12000042,Total,d,684.42,464.19
1465,2012/13,S12000008,SMR01, ,244.68,167.2
1466,2012/13,S12000008,SMR04, ,322.16,224.29
1467,2012/13,S12000008,Total,d,566.84,375.17
1468,2012/13,S12000045,SMR01, ,136.91,75.54
1469,2012/13,S12000045,SMR04, ,306.86,231.33
1470,2012/13,S12000045,Total,d,443.77,302.14
1471,2012/13,S12000010,SMR01, ,247.33,143.45
1472,2012/13,S12000010,SMR04, ,311.63,247.33
1473,2012/13,S12000010,Total,d,558.96,380.89
1474,2012/13,S12000011,SMR01, ,197.65,120.79
1475,2012/13,S12000011,SMR04, ,230.59,159.22
1476,2012/13,S12000011,Total,d,428.24,269.02
1477,2012/13,S12000014,SMR01, ,146.88,95.79
1478,2012/13,S12000014,SMR04, ,370.39,271.41
1479,2012/13,S12000014,Total,d,520.47,360.81
1480,2012/13,S12000047,SMR01, ,285.56,170.79
1481,2012/13,S12000047,SMR04, ,388.03,262.33
1482,2012/13,S12000047,Total,d,674.96,416.72
1483,2012/13,S12000049,SMR01, ,427.35,241.07
1484,2012/13,S12000049,SMR04, ,482.98,349.8
1485,2012/13,S12000049,Total,d,910.33,566.43
1486,2012/13,S12000017,SMR01, ,281.12,173.82
1487,2012/13,S12000017,SMR04, ,401.29,315.45
1488,2012/13,S12000017,Total,d,682.4,463.52
1489,2012/13,S12000018,SMR01, ,395.11,216.08
1490,2012/13,S12000018,SMR04, ,463.02,345.72
1491,2012/13,S12000018,Total,d,858.13,543.28
1492,2012/13,S12000019,SMR01, ,331.79,195.52
1493,2012/13,S12000019,SMR04, ,260.69,195.52
1494,2012/13,S12000019,Total,d,592.49,367.34
1495,2012/13,S12000020,SMR01, ,151.01,97.08
1496,2012/13,S12000020,SMR04, ,393.7,253.48
1497,2012/13,S12000020,Total,d,544.71,339.77
1498,2012/13,S12000013,SMR01, ,344.95,254.18
1499,2012/13,S12000013,SMR04, ,254.18,199.71
1500,2012/13,S12000013,Total,d,599.13,435.73
1501,2012/13,S12000021,SMR01, ,228.86,152.57
1502,2012/13,S12000021,SMR04, ,388.7,265.18
1503,2012/13,S12000021,Total,d,621.19,395.96
1504,2012/13,S12000050,SMR01, ,331.38,187.88
1505,2012/13,S12000050,SMR04, ,426.06,304.75
1506,2012/13,S12000050,Total,d,757.44,479.32
1507,2012/13,S12000023,SMR01, ,302.19,232.45
1508,2012/13,S12000023,SMR04, ,162.72,116.23
1509,2012/13,S12000023,Total,d,464.9,325.43
1510,2012/13,S12000048,SMR01, ,112.05,91.67
1511,2012/13,S12000048,SMR04, ,441.4,336.14
1512,2012/13,S12000048,Total,d,553.44,407.44
1513,2012/13,S12000038,SMR01, ,317.74,194.65
1514,2012/13,S12000038,SMR04, ,357.82,251.9
1515,2012/13,S12000038,Total,d,678.42,435.11
1516,2012/13,S12000026,SMR01, ,241.33,179.9
1517,2012/13,S12000026,SMR04, ,469.5,289.6
1518,2012/13,S12000026,Total,d,710.84,451.95
1519,2012/13,S12000027,SMR01, ,344.83,280.17
1520,2012/13,S12000027,SMR04, ,129.31,107.76
1521,2012/13,S12000027,Total,d,474.14,366.38
1522,2012/13,S12000028,SMR01, ,301.15,208.15
1523,2012/13,S12000028,SMR04, ,380.87,279.01
1524,2012/13,S12000028,Total,d,682.02,469.44
1525,2012/13,S12000029,SMR01, ,277.97,152.49
1526,2012/13,S12000029,SMR04, ,385.98,284.33
1527,2012/13,S12000029,Total,d,665.54,419.34
1528,2012/13,S12000030,SMR01, ,138.17,93.95
1529,2012/13,S12000030,SMR04, ,320.55,232.12
1530,2012/13,S12000030,Total,d,453.19,320.55
1531,2012/13,S12000039,SMR01, ,320.73,176.95
1532,2012/13,S12000039,SMR04, ,431.32,331.79
1533,2012/13,S12000039,Total,d,746.52,486.62
1534,2012/13,S12000040,SMR01, ,296.31,199.44
1535,2012/13,S12000040,SMR04, ,435.92,313.41
1536,2012/13,S12000040,Total,d,732.24,484.36
1537,2013/14,S12000033,SMR01, ,286.27,177.53
1538,2013/14,S12000033,SMR04, ,399.45,288.49
1539,2013/14,S12000033,Total,d,685.72,452.71
1540,2013/14,S12000034,SMR01, ,189.83,118.16
1541,2013/14,S12000034,SMR04, ,247.94,193.7
1542,2013/14,S12000034,Total,d,437.76,300.24
1543,2013/14,S12000041,SMR01, ,167.86,111.9
1544,2013/14,S12000041,SMR04, ,494.96,335.71
1545,2013/14,S12000041,Total,d,662.82,430.4
1546,2013/14,S12000035,SMR01, ,339.1,248.67
1547,2013/14,S12000035,SMR04, ,367.36,271.28
1548,2013/14,S12000035,Total,d,706.45,491.69
1549,2013/14,S12000036,SMR01, ,293.05,170.86
1550,2013/14,S12000036,SMR04, ,355.18,258.88
1551,2013/14,S12000036,Total,d,648.23,413.17
1552,2013/14,S12000005,SMR01, ,204.24,97.26
1553,2013/14,S12000005,SMR04, ,359.85,272.32
1554,2013/14,S12000005,Total,d,564.09,359.85
1555,2013/14,S12000006,SMR01, ,413.47,196.73
1556,2013/14,S12000006,SMR04, ,433.48,263.42
1557,2013/14,S12000006,Total,d,846.95,430.14
1558,2013/14,S12000042,SMR01, ,237.18,159.25
1559,2013/14,S12000042,SMR04, ,494.68,362.54
1560,2013/14,S12000042,Total,d,731.86,504.85
1561,2013/14,S12000008,SMR01, ,241.31,155.42
1562,2013/14,S12000008,SMR04, ,294.48,208.59
1563,2013/14,S12000008,Total,d,539.88,351.74
1564,2013/14,S12000045,SMR01, ,207.59,108.51
1565,2013/14,S12000045,SMR04, ,268.92,212.3
1566,2013/14,S12000045,Total,d,481.22,311.38
1567,2013/14,S12000010,SMR01, ,220.8,127.58
